File,Key,English,Danish,German,Spanish,Italian,Portuguese
tutorial/TutorialTrigger,empty_tower,"If you need the warrior elsewhere or the tower is about to be destroyed, you can remove him from the tower. Remove your warrior by selecting the tower and clicking the Exit icon (or by pressing X).","Hvis du har brug for krigeren andetsteds, eller tårnet er ved at brase sammen, kan du fjerne ham fra tårnet. Fjern din kriger ved at vælge tårnet og klikke på ""Exit"" ikonet (eller trykke X).","Wenn der Krieger anderswo eingesetzt werden soll oder der Turm kurz vor der Zerstörung steht, können Sie den Krieger vom Turm nehmen. Markieren Sie dazu den Turm, und klicken Sie auf das Symbol ''Beenden'', oder drücken Sie X. ","Si necesitas al guerrero en otro sitio, o si la torre está a punto de ser destruida, puedes sacar de ahí al guerrero pulsando el icono Salir (o pulsando la tecla X).","Se hai bisogno di un guerriero altrove o la torre sta per essere distrutta, puoi rimuoverlo dalla torre. Rimuovilo selezionando la torre e cliccando sull''icona Esci (o premendo X).","Se você precisa do guerreiro em outro lugar ou a torre está prestes a ser destruída, você pode removê-lo da torre. Remova seu guerreiro selecionando a torre e clicando no ícone de Sair (ou pressionando X)."
tutorial/TutorialTrigger,from_map_mode,"In Map Mode, your units and buildings are highlighted with your player color. Click somewhere on the map to zoom in on that spot or press space or numpad 5 to return to the previous view.",På oversigtskortet er dine enheder og bygninger lyst op med din spillerfarve. Klik et sted på kortet for at hoppe til det punkt eller tryk mellemrum eller 5 på det numeriske tastatur for at vende tilbage til det tidligere punkt.,"Im Kartenmodus werden Ihre Einheiten und Gebäude mit Ihrer Spielerfarbe markiert. Klicken Sie auf eine beliebige Stelle auf der Karte, um darauf einzuzoomen, oder drücken Sie die LEERTASTE bzw. 5 auf dem Ziffernblock, um zur vorherigen Ansicht zurückzukehren.","En el modo mapa, tus unidades y edificios están resaltados con tu color de jugador. Pulsa en cualquier lugar del mapa para hacer un zoom a esa zona, o bien pulsa la tecla espacio o 5 del teclado numérico para volver a la vista anterior.","Nella modalità mappa, le tue unità e i tuoi edifici sono evidenziati con il tuo colore. Clicca in un punto della mappa per zumare o premi spazio o 5 sul tastierino numerico per uscire dalla modalità mappa.","No Modo Mapa, suas unidades e edifícios são marcadas com a sua cor de jogador. Clique em algum canto do mapa para aproximar nesse local ou pressione espaço ou teclado numérico 5 para retornar à visão anterior."
tutorial/TutorialTrigger,harvest_menu,"Your armory''s inventory of resources, units and weapons is shown at the top. To gather some resources to build weapons from, click on the Gather Resources icon (or press G).","Dit arsenals lager af ressourcer, enheder og våben er vist i toppen. Klik på ""Saml ressourcer"" ikonet (eller tryk G) for at samle ressourcer til at bygge våben med.","Die Ressourcen, Einheiten und Waffen im Zeughaus werden oben angezeigt. Klicken Sie auf das Symbol ''Ressourcen sammeln'', oder drücken Sie G, um Material für den Waffenbau zu sammeln.","El inventario de recursos, unidades y armas de tu armería se muestran arriba. Para conseguir recursos con los que crear nuevas armas, pulsa en Recolectar recursos (o pulsa la tecla G).","Il tuo inventario di risorse, unità e armi è mostrato in alto. Per raccogliere alcune risorse per costruire armi, clicca sul''icona Raccogli Risorse (o premi G).","O inventário de recursos, unidades e armas da sua armaria é mostrado no topo. Para coletar alguns recursos para produzir armas, clique no ícone de Coletar Recursos (ou pressione G)."
tutorial/TutorialTrigger,magic,"The chieftain has two special magical attacks, that both require some time to charge before they can be used. Select your chieftain and try both attacks in turn by clicking on their icons (or pressing S or C) when they become available.","Høvdingen har to specialangreb, som begge tager tid at oplade, før de kan bruges. Vælg din høvding og prøv begge angreb ved at klikke på deres ikoner (eller trykke S eller C), når de bliver tilgængelige.","Der Häuptling verfügt über zwei besondere magische Angriffsstrategien, deren Ladevorgang einige Zeit in Anspruch nimmt. Markieren Sie Ihren Häuptling, und probieren Sie beide Angriffe aus, indem Sie auf die entsprechenen Symbole klicken bzw. S oder C drücken, sobald sie verfügbar werden.","El jefe tribal tiene dos ataques mágicos especiales, que requieren un cierto tiempo de recarga antes de poder usarse. Selecciona tu jefe tribal e intenta realizar los dos ataques mágicos alternativamente pulsando sobre sus iconos (o pulsando las teclas S o C) cuando estén recargados.","Il capo tribù ha due attacchi speciali, entrambi richiedono un po'' di tempo per caricarsi prima di poter essere usati. Seleziona il tuo capo e prova entrambi gli attacchi in sequenza cliccando sulle rispettive icone (o premendo S o C) quando divengono disponibili.","O chefe possui dois ataques mágicos especiais, e ambos requerem um pouco de tempo para carregarem antes de serem utilizados. Selecione seu chefe e tente ambos ataques alternadamente clicando nos seus ícones (ou pressionando S ou C) quando eles ficarem disponíveis."
tutorial/TutorialTrigger,map_mode,Press space or numpad 5 to enter the Map Mode.,Tryk mellemrum eller 5 på det numeriske tastatur for at komme til oversigtskortet.,"Drücken Sie die LEERTASTE oder die 5 auf dem Ziffernblock, um den Kartenmodus aufzurufen.",Pulsa espacio o la tecla 5 del teclado numérico para entrar en modo mapa.,Premi spazio o 5 sul tastierino numerico per entrare nel modo mappa.,Pressione espaço ou teclado numérico para entrar no Modo Mapa.
tutorial/TutorialTrigger,move_unit,Move selected units by using the Move icon (M) or right-clicking on the map (Ctrl-click on Mac OS X).,"Flyt valgte enheder ved at bruge ""Gå"" ikonet (M) eller højreklikke på øen (Ctrl-klik på Mac OS X).","Bewegen Sie die markierten Einheiten, indem Sie auf das Symbol ''Bewegen'' klicken (bzw. M drücken), oder mit der rechten Maustaste auf die Karte klicken (Mac OS X: STRG+Klick).",Mueve las unidades seleccionadas usando el icono de mover (M) o haciendo doble click sobre un punto del mapa (control+click en Mac OS X).,Muovi le unità selezionate usando l''icona Muovi (M) o con il bottone destro sulla mappa (Ctrl-click su Mac OS X).,Movimente as unidades selecionadas usando o ícone de Mover (M) ou clicando com o botão direito no mapa (Ctrl + clique no Mac OS X).
tutorial/TutorialTrigger,pitch,Look up and down by using 2 and 8 on the numpad or Home and End.,Kig op og ned ved at bruge 2 og 8 på det numeriske tastatur eller Home og End.,Mit den Ziffern 2 und 8 auf dem Ziffernblock oder mit den POS1- und ENDE-TASTEN können Sie nach oben oder unten blicken.,Mira arriba y abajo usando 2 y 8 del teclado numérico o Inicio y Fin.,Guarda in alto e in basso usando 2 e 8 sul tastierino numerico o Home e End.,Olhe para cima e para baixo usando o 2 e 8 no teclado numérico ou Home e End.
tutorial/TutorialTrigger,placing,"You start the game with a small group of peons, the most basic unit. Peons can construct and repair buildings and harvest resources. Select your peons and click on the Quarters icon (or press Q).","Du starter spillet med en lille gruppe arbejdere, den mest basale enhed. Arbejdere kan bygge og reparere bygninger samt samle ressourcer. Vælg dine arbejdere og klik på ""Barakker"" ikonet (eller tryk Q).","Sie beginnen das Spiel mit einer kleinen Gruppe Knechte. Diese stellen die einfachste Einheit dar. Knechte können Gebäude bauen und reparieren sowie Ressourcen sammeln. Markieren Sie Ihre Knechte, und klicken Sie auf das Symbol ''Quartier'', oder drücken Sie Q.","Empiezas el juego con un pequeño grupo inicial de peones, tus unidades más básicas. Los peones pueden construir y reparar edificios, así como recolectar recursos necesarios para otras tareas. Selecciona los peones y pulsa en el icono de los barracones (o pulsa Q).","Cominci il gioco con un piccolo gruppo di peoni, le unità di base. I peoni possono costruire e riparare edifici e raccogliere risorse. Seleziona i tuoi peoni e clicca sull''icona Casone (o premi Q).","Você começa a partida com um pequeno grupo de peões, a unidade mais básica. Peões podem construir e reparar edifícios e coletar recursos. Selecione seus peões e clique no ícone dos Alojamentos (ou pressione Q)."
tutorial/TutorialTrigger,quarters,"The green squares indicate possible construction sites. Hover the mouse pointer above one of these, and click to construct the building.",De grønne firkanter indikerer mulige bygningsplaceringer. Hold musen over en af disse og tryk for at bygge bygningen.,"Die grünen Quadrate zeigen mögliche Bauplätze an. Bewegen Sie den Mauszeiger über eines dieser Quadrate, und klicken Sie darauf, um das Gebäude zu errichten.",Las casillas verdes indican dónde puedes construir los barracones. Pasa el ratón por encima de una de esas casillas y haz click para construir los barracones.,I quadrati verdi indicano possibili luoghi di costruzione. Trascina il mouse su uno di questi e clicca per costruire l''edificio.,"O quadrado verde indica locais possíveis para a construção. Passe o ponteiro do mouse sobre um deles, e clique para construir o edifício."
tutorial/TutorialTrigger,rally_point,"You can direct where your peons should assemble when leaving the quarters by setting a rally point. Select your quarters, click on the Rally Point icon (or press R) and click somewhere on the island to place the rally point.","Du kan angive hvor dine enheder skal samles, når de forlader barakkerne ved at sætte et samlingspunkt. Vælg dine barakker, klik på ""Samlingspunkt"" ikonet (eller tryk R) og klik et sted på øen for at placere samlingspunktet.","Sie können festlegen, wo sich Ihre Knechte zusammenfinden sollen, wenn sie das Quartier verlassen, indem Sie einen Versammlungsort festlegen. Markieren Sie dazu das Quartier, klicken Sie auf das Symbol ''Versammlungsort'', oder drücken Sie R, und klicken Sie auf einen beliebigen Punkt auf der Insel, um den Versammlungsort festzulegen.","Puedes decidir hacia donde van los peones cuando salen de los barracones. Selecciona los barracones, pincha en el icono del Punto de encuentro (o pulsa R) y haz click en el mapa en la zona de destino elegida.","Puoi decidere dove i tuoi peoni devono assemblarsi quando lasciano il casone impostando un luogo di raduno. Seleziona il casone, clicca sull''icona luogo di raduno (o premi R) e clicca in un punto dell''isola per posizionare il luogo di raduno.","Você pode direcionar onde seus peões deverão se reúnir quando saírem dos alojamentos ao colocar um ponto de encontro. Selecione seus alojamentos, clique no ícone de Ponto de Encontro (ou pressione R) e clique em algum lugar na ilha para posicionar o ponto de encontro."
tutorial/TutorialTrigger,repair,"While being attacked, your tower became slightly damaged. You can see the status of a building by hovering the mouse pointer above it. Repair a building by selecting some peons, clicking on the Repair icon (or pressing G) and click on the building. Repair your tower now.","Da du blev angrebet, blev dit tårn beskadiget. Du kan se status af en bygning ved at holde musen over den. Reparer en bygning ved at vælge nogle arbejdere, klikke på ""Reparer"" ikonet (eller trykke G) og klikke på bygningen. Reparer nu dit tårn.","Bei einem Angriff wurde Ihr Turm leicht beschädigt. Sie können den Status eines Gebäudes anzeigen, indem Sie den Mauszeiger darüber bewegen. Zum Reparieren eines Gebäudes markieren Sie einige Knechte, klicken auf das Symbol ''Reparieren'', oder drücken G, und klicken auf das Gebäude. Reparieren Sie nun Ihren Turm.","Mientras la atacan, la torre puede resultar ligeramente dañada. Para ver su estado, pasa el cursor por encima suya. Se repara un edificio seleccionando unos peones, pulsando en Reparar y seleccionando el edificio a reparar. Ahora, repara tu torre.","Quando sei attaccato, le tue torri verranno danneggiate. Puoi vedere lo stato di un edificio passandoci sopra il mouse. Ripara un edificio selezionando alcuni peoni e cliccando sull''icona Ripara (o premendo G) e cliccando sull''edificio. Adesso ripara la tua torre.","Enquanto estava sendo atacada, sua torre ficou levemente danificada. Você pode ver o estado de um edifício passando o ponteiro do mouse sobre ele. Repare um edifício selecionando alguns peões, clicando no ícone de Reparar (ou pressionando G) e clique no edifício. Repare sua torre agora."
tutorial/TutorialTrigger,rotate,Rotate the view using 4 and 6 on the numpad or Insert and Delete.,Roter ved at bruge 4 og 6 på det numeriske tastatur eller Insert og Delete.,Zum Drehen der Ansicht verwenden Sie die Ziffern 4 und 6 auf dem Ziffernblock oder die EINFG- und ENTF-TASTEN.,Rota la vista usando 4 y 6 del teclado numérico o con Insert y Supr.,Ruota la vista usando 4 e 6 del tastierino numerico o Ins e Canc.,Gire a visão usando 4 e 6 no teclado numérico ou Insert e Delete.
tutorial/TutorialTrigger,scroll,Pan around the map by moving the mouse pointer to the edge of the screen or by using the arrow keys.,Bevæg dig rundt på kortet ved at flytte musen til kanten af skærmen eller ved at bruge piletasterne.,"Sie können in der Karte navigieren, indem Sie den Mauszeiger zum Bildschirmrand bewegen oder die Pfeiltasten verwenden.",Desplázate por el mapa llevando el cursor a los extremos de la pantalla o pulsando las teclas de dirección.,Spostati all''interno della mappa muovendo il mouse ai lati dello schermo o usando le frecce.,Faça uma panorâmica pelo mapa movendo o ponteiro do mouse na ponta da tela ou usando as teclas de seta.
tutorial/TutorialTrigger,select_armory,"Select your peons and click on the Armory icon (or press R) to build an armory. When the building is completed, your peons will automatically go inside. Click on the building to select it.","Vælg dine arbejdere og klik på ""Arsenal"" ikonet (eller tryk R) for at bygge et arsenal. Når bygningen er færdig vil dine arbejdere automatisk gå ind i den. Klik på bygningen for at vælge den.","Markieren Sie Ihre Knechte, und klicken Sie auf das Symbol ''Zeughaus'', oder drücken Sie R, um ein Zeughaus zu errichten. Wenn das Gebäude fertig ist, gehen die Knechte automatisch nach drinnen. Klicken Sie auf das Gebäude, um es zu markieren.","Selecciona tus peones y haz click en el icono de la Armería (o pulsa R) para que construyan la armería. Cuando el edificio esté completo, los peones entrarán en él. Haz click en el edificio para seleccionarlo.","Seleziona i tuoi peoni e clicca sull''icona dell''Armeria (o premi R) per costruire un''armeria. Quando l''edificio è completo, i tuoi peoni vi andranno all''interno automaticamente. Clicca sull''edificio per selezionarlo.","Selecione seus peões e clique no ícone de Armaria (ou pressione R) para construir uma armaria. Quando o edifício estiver concluído, seus peões vão entrar dentro automaticamente. clique no edifício para selecioná-lo."
